contains_idioms,text,original_text
注目 に 値する,"I must say, it is remarkable, really astounding, the success that the CIA has had since you have taken operational control, and so the President has asked me to ask you to ask him, to invite you both",本当にそれは注目に値します 本当に驚異的です CIAにとっては大成功ですね 貴方が作戦統制を管理して以来
注目 に 値する,Remarkable.,注目に値する
注目 に 値する,"And as a scientist and a connoisseur, I have I have no idea the contents of this remarkable potion.",科学者で鑑定家としてそう思った こりゃ何だ？ 注目に値する
注目 を 浴びる,"Keep your head down, keep your eyes up, resist the urge to be seen as important or special.","頭は低く, つねに目を見張れ, 注目を浴びたい衝動に打ち克て."
注目 を 浴びる,"they enter with force, drew the attention of the media and law enforcement using human hostages as collateral for their demands.",彼らは隊で侵入 メディアと国家からの注目を浴び 人質の命を盾に
注目 を 浴びる,"I saw a chance to step up for you, get noticed.",やっとボスの 注目を浴びるチャンスが 来たかと思った
洗礼 を 受ける,"Ye have prayed that our Lord, Jesus Christ, would vouchsafe to receive her.",イエス・キリストの名によって 洗礼を受け...
洗礼 を 受ける,Christened on Tuesday.,火曜日に洗礼を受ける
洗礼 を 受ける,He's taking the holy spirit on right there in the waters of the Biscayne Bay.,ビスケイン湾で 洗礼を受ける
浮き彫り に する,"What that man does is carry out a dark reckoning for his city. It is a brutal, violent vision of justice, one we do not share.",だが彼は市の裏の部分 残忍さ暴力を浮き彫りにさせる
浮く た 噂,I've had no romance in my life.,自慢じゃないがこの齢になるまで 一回も浮いた噂はない
消息 を 絶つ,"Yes, he stays out this late when he's looking for my daughter, since my daughter has been gone -- yes!",そう娘を探してる時は いつもこんなよ 娘が消息を絶ってから...
消息 を 絶つ,"Fought with the Christian Phalangists in the Civil War, then disappeared.",レバノン内戦にキリスト教徒側で参戦して その後消息を絶ったが
消息 を 絶つ,It has not been seen since his arrival in Rangoon where he came to visit his wife.,教授はラングーンに到着後 消息を絶っています 妻であるアウン・サン・スー・チー氏 を訪ねる目的だった模様
涎 を 垂らす,And what about your mother? Huh? You want her to die drooling in some hideous asylum?,お前の母親はどう？ 醜悪な精神病院で 涎を垂らしながら死なせたいかい？
涙 を 誘う,Her perfume a sweet promise that brings tears to my eyes.,彼女の甘い香水が 俺の涙を誘う
涙 を 誘う,"Yeah. On the other hand, my singing would often drive my children to tears.",ただ、私の歌はよく子供の涙を誘うがね
涼しい 顔,How'd you always make it look so easy?,どんな時も 涼しい顔してたよね？
涼しい 顔,She handled life like it was easy.,彼女は涼しい顔で人生を乗り切ってきた
涼しい 顔,"We need someone who can walk into a tornado, and come out the other side like it was a damn gentle breeze.",竜巻の中に歩いて入り... 涼しい顔で出て来る男
渇き を 覚える,Her blood appeals to you so much it makes me thirsty.,彼女の血が強く君に訴えてる... それで私は渇きを覚えている。
渡り に 船,"Janitors go anywhere, everywhere, nobody pays any attention to them.",渡りに船さ
渡り に 船,This proposal is a godsend to them as well.,向こうにとっても 今回の提案は渡りに船だ
滅相 も ない,Oh no!,滅相もない... ！
潔し と する ない,"Well, I will not allow false modesty to tarnish the moment.",私は　その場しのぎの 一時的な謙虚さを潔しとしない
濡れる 衣 を 着せる,- It's the second time V's framed you... for something you didn't do. - Anything you wanna tell us?,Vが濡れ衣を着せたのは二度目
濡れる 衣 を 着せる,"Well, we think he framed the church accountant for clearing out the church's coffers and took the money for himself.",まぁ... 教会の金庫を空にする目的で 会計係に濡れ衣を着せ 自分が着服したと考えている
濡れる 衣 を 着せる,"I get that framing the head of a company for murder could throw a hitch in his business plan, but it's a hell of a long way to go.",社長に殺人犯の濡れ衣を着せれば 事業計画を妨害できると言うのは わかるけど えらく回りくどいやり方ね
"濡れる 衣 を 着せる られる,濡れる 衣 を 着せる",So the person who stole the list is still at large.,濡れ衣を着せられた じゃリストを盗んだ人物は　まだ逃走中か
"濡れる 衣 を 着せる られる,濡れる 衣 を 着せる",You were being framed by someone who wanted to destroy you.,あなたを破滅させたがってる人物に 濡れ衣を着せられたように見せかけた
"濡れる 衣 を 着せる られる,濡れる 衣 を 着せる",I ain't going down on some trumped-up murder charge.,濡れ衣を着せられるのはごめんだ
"火 に 油 を 注ぐ,油 を 注ぐ",We have enough race troubles as it is without these sons of bitches in the press throwing fuel on the fire.,任務を与えたら 火に油を注ぐ事に
火 を みる より 明らい か,Any one of us should have seen the perfectly obvious staring us in the face.,誰かが気づくべきだった 露骨なまでに目の前にあるんだ perfectly obvious 火を見るより明らか
火 を 付ける,It's just up ahead. We light it up and we go.,そこだ　火を付けて行こう
火 を 付ける,I will light my cigar when he's coming out.,彼が出たら　葉巻に火を付ける
火 を 付ける,"You know, but if you're a good boy, then I'm not gonna torch your other eye.",でもいい子にしてないと もう一つの目にも火を付けるわよ
火 を 通す,Make sure those chickens are cleaned properly.,チキンはちゃんと火を通して
火 を 通す,-It's all about slow roasting.,ゆっくり火を通す
火中 の 栗 を 拾う,"You never could keep yourself out of trouble, either.",火中の栗を拾う性分
火中 の 栗 を 拾う,Not if we risk our lives doing so.,火中の栗を拾うなら そうなるだろう 奴らは我々をも 普通の人間扱いするだろうか？
火中 の 栗 を 拾う,"They're out there in the freakin' ocean risking their lives for us, and you raise their taxes without asking me?",彼らは海洋で仕事を 火中の栗を拾っている それを了解なしに引き上げようと
灰燼 に 帰す,"I was five years old, or something, in a little town, Wildberg, in the Black Forest, and it was just bombed to ashes, you know?",俺は 5歳か、そこらかな、小さい町で、ワイルドバーグって、 ブラックフォレストにあったんだが、 ちょうど爆撃されて灰燼に帰したんだ、知ってるか？
灰燼 に 帰す,Not 'til D'Amico and his whole damn operation are burnt to ashes.,ダミーコ一味が すべて灰燼に帰すまで―
灸 を 据える,But you prayed for me to get punished!,"""灸を据える""って言ったろ"
点 を 打つ,I must strike the weak spot from behind.,後ろから弱点を打つ
点数 を 稼ぐ,I need a win.,点数を稼ぎたいのよ
為 に する,If this gets out to the press that we are pinning this on some old video game...!,古いゲームの所為にしてると マスコミに知れたら
為 に する,Everything I ever did was for you. All board. All board.,俺がした事は全て君の為に さようなら
為 に する,- For a cargo ship. - What did you expect? - Not getting attacked without weapons.,貨物船の為にした 武器すらない
為 に なる,"I just keep wishing that I'd been bigger somehow, able to give you... what you needed to be okay again after you got back, but I couldn't.",自分にもっと度量があったら アナタに応えられた アナタの為になる事を
為 に なる,I don't believe the life of the Silent Sisters is for you.,沈黙が君の為に なるとは思えない
為 に なる,You oughtta lock him up for his own good.,お前がしっかりしなきゃ ヤツの為にならないぞ
為せる ば なる,Just go for it.,当てはないが 為せば成る
烏合 の 衆,Is there any in this rout with authority to treat with me?,その烏合の衆の中に 交渉権を持つ者は？
烏合 の 衆,Buried in a hole by a bunch of weekend warriors!,烏合の衆のクソ週末兵士に 穴に埋められた
烏合 の 衆,"If we work separately, we'll just end up fighting.",烏合の衆のままでは いさかいが絶えぬだけで
烙印 を 押す れる,Especially when you're branded the kid who killed your dad.,特に　自分の父親を殺した子と 烙印を押されるのはね
烙印 を 押す れる,"This new law, where if you're a bad enough, bad guy they stamp ""Terrorist"" on your jacket.",悪党は全て テロリストの烙印を押され
烙印 を 押す れる,I was branded for life.,人生の烙印を押されたんだ
無用 の 長物,Gas masks will be useless against hydrogen.,防毒マスクは 水素には 無用の長物になるのです
無辜 の 民,"I-it could be an innocent of some kind, but I think that could be his next kill.",無辜の民か それが次のターゲットだ
無辜 の 民,As long as you don't kill the innocent,むやみに無辜の民を殺さないなら
無辜 の 民,Escorting me is not the reason that you can kill willfully,護衛する？ だからむやみに無辜の民を殺すのか
無駄口 を 叩く,"Now, a few words of advice as newbies on the job... eyes open, mouths shut.",新米の君たちへの忠告だ よく観察して 無駄口を叩くな
無駄口 を 叩く,Then don't waste time talking about it.,じゃ、無駄口を叩くな
焦点 を 合わせる,I said I would think about it. Now focus.,考えておるわい 焦点を合わせろ
焦点 を 合わせる,"We decided it is worth knowing who these people are and how their organizations operate, because on the other side of the rage and the sadness are clarity and strength, the power we have to focus our efforts effectively,",焦点を合わせるのか。 私は、彼らの正体と、 組織の仕組みを知る価値があると考えました。
焦点 を 合わせる,"You just take it, point it, and shoot it.",焦点を合わせて 押すんだ
焦点 を 絞る,I want to focus on just one of them.,これらの一つに焦点を絞りましょう
焦点 を 絞る,Let's narrow the window of incident.,焦点を絞りましょう
焼け 石 に 水,- is just a drop in the bucket!,焼け石に水なんだよ！
煙幕 を 張る,Our troops in the north put down a smokescreen and under cover they withdrew a little while our bombers went in in three deadly waves to deliver a large aerial bombardment and one of the heaviest of the whole campaign.,北の我が軍は 煙幕を張り こっそりと、少し後退した 一方、爆撃機は３回にわたり
煮え湯 を 飲ます れる,But to be betrayed by him...,煮え湯を飲まされた
煮え湯 を 飲ます れる,I don't know how many times I've been burned by banks.,銀行さんには 今まで どんだけ煮え湯を飲まされたか
熱 が 冷める,Like the passing of a fever.,熱が冷めるように
熱 が 冷める,"You'd think that marriage would just cool things off, but for us, it's just the opposite.",結婚すると熱が冷めるって おまえ　言ってたけど 俺たち夫婦は　反対だな
熱 が 冷める,That guy is completely out of my system.,彼のことは　完全に熱が冷めたの
熱 を 上げる,I wouldn't give a shit about your pathetic schoolgirl crush.,誰に熱を上げようと 構わんが...
熱 を 上げる,It's what us modern girls do when we have a crush.,熱を上げた最近の 女がすることよ
熱 を 入れる,"Come on, give me some heat...",もっと熱を入れて
熱 を 入れる,Play with some energy now!,プレイに熱を入れろ！
熱い なる,"[in Maori] When the call is made that the stones are ready, the fire is down, and the food is ready, then the real work begins!",石が熱くなったら 合図の声が かかる 火が弱まったら 肉を焼き始める 大変なのは ここからだ
熱い なる,"♪ Come on, let it burn baby",熱くなろうぜ
熱い なる,"Now, one of you has been coming in a little hot lately.",さて最近　この中の誰かが 少し熱くなってます
"熱い なる,胸 が 熱い なる","To me, surgery is priceless life work."" That comment was so very touching, I was fraught with emotion!",プライスレスのライフワークです」 って　このコメント→ 実に素晴らしくて 胸が熱くなりました！
"熱い なる,胸 が 熱い なる",Who'd have ever thought that this could be,Who'd have ever thought that this could be? 胸が熱くなるの
熱気 を 帯びる,Enjoy your day.,会場の空気は熱気を帯びて来ています
爪 の 垢 を 煎ずる て 飲む,"I mean, knowing Jess, she probably just thought it was romantic, following in the footsteps of her favorite poet.",彼女はロマンチックなんだと思う 彼女の好きな詩人の 爪の垢を煎じて飲むわ
片 を 付ける,I'm gonna keep it about the cars,- 車で片を付けるか
片 を 付ける,I got business to finish. You stay here.,片を付ける ここに居ろ
片 を 付ける,I told you we're finishing this.,俺は片を付けようと言ったんだ
物 が 分かる,"You recognize building, yes?",あの建物が分かるか？
物 が 分かる,It'd help if I knew what the hell I was looking for.,- 探してる物が分かったら教えるよ
物 が 分かる,Are they gonna be able to go into your stuff and figure out what you took?,君の所有物を調べれば 君が持ち出した物が分かるかな？
物 は 試す,Okay.,判った 物は試しだ
物 は 試す,-All right. It was worth a try at least.,物は試しと言うだろ
物 を 言う,I recommended you to the President because you're not afraid to speak up.,君がはっきり物を言うから 推薦したのだ
物 を 言う,"Let me tell you something, Size does matter.",お気に召さない? じゃこれだ デカさが物を言う
物 を 言う,"Carol, you got to start listening to yourself when you talk.",キャロル、相手を 見て物を言えよ
犬 も 食う ない,"I mean, this case is a dog.","ねぇ, この事件は犬も食わないわ."
犬猿 の 仲,He hates the man.,犬猿の仲ね
狙い を つける,- Either we call the Iraqis and level with them...,- イラク人を誘い込んで狙いをつけるか...
狙い を つける,You couldn't have aimed 2 inches higher?,2インチ高く 狙いをつけられなかったの？
狙い を つける,But you... you aimed the gun.,だが　君は... 君は銃に狙いをつけた
"狙い を つける,完璧",So find me a mask that conforms perfectly to my face and doesn't affect my ability to aim while I'm on the run.,だから俺の顔に 完璧に一致したマスクを見つけてくれ 俺が逃走中狙いをつける能力に 影響を与えないこと
狙い を 定める,"I would hold if I were you, Lockett. - Roger.",ロケット　狙いを定めて！
狙い を 定める,They bounce from one evil master to another.,狙いを定め攻撃！
狙い を 定める,Set your sight.,狙いを定めて
"狙い を 定める,気 を 付ける",And be careful where you point that thing.,狙いを定めたら 気を付けて
狭き門,"Yeah, but it's hard to become one.",狭き門だからね
狸寝 入り,Will you stop crying about this? Let's go.,狸寝入りするってのか？
猫 の 手 も 借りる たい,We didn't join up to be in a gang. We did it so we could help people.,私たちは悪人になる為に参加してない 猫の手も借りたいくらいよ
猫 の 手 も 借りる たい,We need all the help we can get.,猫の手も借りたい、行くぞ
玩具 に する,"You're fucked up, you know that?",俺を玩具にして
玩具 に する,I know he remembers me! He's just messing with my head!,憶えてるさ 人を玩具にしやがって
理 に 適う,"Well, if you were crazy, they wouldn't make sense to you.",もしあなたが気違いなら 理に適う事はないわよ
理 の 当然,"It seems to me obvious that the FSIA rulings cannot be retroactively applied, and I'm bewildered that Mrs. Altmann's counsel has not advised her of this fact.",この法律を遡って適用 すべきでないのは理の当然 更に、私が 困惑しているのは アルトマンさんの弁護人が この事実を知らせていない
理解 に 苦しむ,What got into you? Why did you do it?,なぜこんなことに夢中になるのか 理解に苦しむわ
理解 に 苦しむ,"Which makes it all the more difficult to understand why you would tell your wife that you are immortal, why you would believe, in that moment, something that any sane man would know is impossible.",だから理解に苦しむ なぜ妻に不死身だと言った？ 分別ある人間なら 不死身など信じてない
理解 に 苦しむ,"That night of the crash, you started getting all weird. What? What are you talking about?",事故以来のお前って ほんとに理解に苦しむ
琴線 に 触れる,We would like to create products that reflect this desire.,お客様の琴線に触れるような イメージを 作り出していきたいと 思っています
瓜 二 つ,"Hello, doppelganger.",ハロー 瓜二つ
瓜 二 つ,You look like your father.,お父上に瓜二つだ
瓜 二 つ,You're like a clone.,君は瓜二つだな
甘い みる,Don't underestimate the poor.,貧乏 甘く見るんじゃないわよ （繭子）え？
甘い みる,That old man finally has the power that he's always yearned for.,老人だと思って 甘く見るな 究極に極めた力がある
甘い みる,The lack of humility before nature that's being displayed here staggers me.,自然の力を甘く見て 思いあがるとこわいぞ
甘い 汁 を 吸う,Life is full of disappointments for some people.,人生はそんなに甘くない 甘い汁を吸う奴もいるんだ
甘い 汁 を 吸う,"How about that big, fat Soylent Corporation?",甘い汁を吸う会社だ
甘い 汁 を 吸う,"Hell, even the President gets on TV and tells corporations and the rich to suck eggs.",大統領はＴＶに出て話をし カネ持ちは甘い汁を吸う
生 の 声,Excuse me!,（女子中学生の声） すいませーん！
生 の 声,"The phone got cut off, but the caller sounded like Yoshimori.",（安藤） 今... 切れた電話 吉森先生の声だったような
生 の 声,"It's our voices braided together, sometimes all of us, sometimes two of us, and they're running through a server here inside this building.",訓練生の声が 合成されてる 全員の場合もあるし 2人だけの時もある 合成には ここのサーバーを使ってるわ
生き血 を 吸う,A vampire who doesn't feed is like a... like a...,生き血を吸わない バンパイアなんて...
生ける 屍,"You see, I have a lot of free labor here at the fence... living dead pricks that help keep the riffraff out.",フェンスの生ける屍達が... ここを守ってるが
生ける 屍,He'd rather walk around like the living dead instead of just get antibiotics.,むしろ抗生物質を貰う代わりに 歩き回ってる生ける屍みたいね
生ける 屍,We are the dead.,生ける屍ね
生み の 苦しみ,Her agony was awful!,生みの苦しみはきつく
産み の 苦しみ,She's having some growing pains.,"""産みの苦しみ"" ね"
用 が 足りる,"(monroe) it's not very high-tech, but we think it'll work.",ハイテクとは言えんが 十分用が足りる
用 を 足す,And I do believe we're creeping up on that time.,"用を足す機会が 与えられねばならない"" もうそのぐらいの 時間は経つだろう"
用 を 足す,"- Vikings. Well, none of them are house-trained.",だれも家の中で用を足さない
用 を 足す,"I drank too much wine, I must take a piss.",ワインを飲み過ぎれば 用を足したくもなる
男 が 立つ,He's right in front of you!,男が立ってる
男 が 立つ,"impermeable to reason, with cold, pallid slime in their veins instead of hot, red blood!",劣った男が立っているのを 前にして 「神は人間を平等に創造した」 だなんて 信じられるわけがない
男 が 立つ,"Um, I don't want to alarm you right now, but there's a fucking creepy dude standing right behind you.",驚かすつもりはないが 君の後ろに 変な男が立ってる
男 に なる,You said you'd teach me how to be a Faceless Man.,顔無しの男になる方法を教えてくれると言ったから
男 に なる,And sickly little boys sometimes become powerful men.,時にはもやしっ子が強大な男になることもある
男 に なる,How does it happen? And the cat's in the cradle and the silver spoon Little Boy Blue and the Man in the Moon,どういうふうに作ったか？ 少年が男になり、
男 を 上げる,"He looks good, and everyone feels better about themselves.",男を上げる しかも誰も彼もの良心が 晴れやかになる
男 を 磨く,I'm making you look pretty.,男を磨いてるの
異 を 唱える,Though the day is not without controversy.,しかし 異を唱える声も
異 を 唱える,They say he conspired with Robert's brothers to deny the throne to Prince Joffrey.,彼はロバート王の弟と共謀し ジョフリー王子の王位継承に 異を唱えたらしい
異 を 唱える,"As long as he lives, Ramsay's claim to Winterfell will be contested, which means he won't live long.",リコンの生きている限り 総督の座に異を唱えられる 生かしておくわけがない
異彩 を 放つ,It makes you very different.,異彩を放っていて ステキだわ
疑わしい は 罰せる ぬ,I gave you the benefit of the doubt over and over.,疑わしきは罰せずにね
疑わしい は 罰せる ぬ,"Hey, innocent until proven guilty, Jess.","""疑わしきは罰せず"" だよ"
痛い 目 に 合う,This can be as painless as you want it to be.,白状しないと 痛い目に合うぞ
痛い 目 に 遭う,I'm going to kick your ass.,痛い目に遭うか？
痛い 目 に 遭う,"Yeah, that man lives in fear. I'll go across town. Hell, I could go anywhere.",他社に移って 痛い目に遭わせる
痛い 目 に 遭う,"Eh, no, you're gonna get hurt.",え　いや 君は痛い目に遭う事になる
癇 に 障る,"I'd send Linda, but there's so much work for her to do here, and, well, she can be abrasive at times.",リンダを送りたいが 仕事があるし 癇に障る面もある
白羽 の 矢 が 立つ,Netflix came to our shores and showed their interest in Terrace House.,その NETFLIXさんが 日本に上陸するにあたって ちょっと このテラスハウスに 白羽の矢が立ったと
的 が 外れる,"It doesn't matter, you know, you're missing the point.",誰だっていいさ お前は的が外れてる
的 だ なる,"Nelson, you know I love you, but you really need to focus on Chasers looking for Sugar Daddies!",ネルソン、あんたのことは好きよ でももっと現実的になって、金目当ての子探しなさいよ
的 だ なる,No emotion.,感情的になるな
的 だ なる,"You're starting to get sappy, even for me.",感傷的にならないでよ。
的 を 絞る,And focusing on us and not on the affair.,私達の事に的を絞ると とやかく言われる
的 を 絞る,I think it's targeting people.,- 標的を絞ってる
的 を 絞る,So you focus on the highest value target.,だから 標的を絞ると
目 が ある,How good can they be if they're non-addictive?,非中毒性の鎮痛剤がどれほど効き目があるんだ？
目 が ある,"You have eyes, huntsman, but you do not see.",目があるだろう、猟師 見えんかね？
目 が ある,Like you've eyes in your chin...,お一う アゴに目があるつもりで一
"目 が ある,みる 目 が ある","Trust you've had a chance to take a look around, huh?",君は、見る目があるよ
"目 が ある,みる 目 が ある",A man of taste.,なかなか見る目がある
"目 が ある,みる 目 が ある",You're a good judge of character.,人を見る目があるな
目 が いい,Aw! Aw! Look at his eyes.,ほら　あの目がいい
目 が いい,"Yeah, buddy, look at your eyes.",お前の目がいいな
目 が 利く,"Well, they know a winner when they see one.",彼らは目が利く
目 が 利く,We were noble gold miners because we could see the light in the darkness.,我々は尊い金鉱夫だったんだ 闇の中でも目が利くのでね
目 が 回る,"- Yeah, we do. We sure do.",あぁ 目が回ってるさ
目 が 回る,"Quickly, quickly, quickly. Do you feel dizzy?",目が回るか？
目 が 回る,I... feel... awfully... dizzy!,なんか... すごく... 目が回る
目 が 届く,I began to reply after the fifth one.,５通目が届いた後　返事を書き始めたよ
目 が 届く,"She said it was to protect us, so she could patrol things.",私たちを 守るためだって... 目が届くからって
目 が 届く,I prefer to work on the originals.,よりいっそう細部にまで目が届き より本質に迫れる
目 が 眩む,- I can't see. I'm blind. - Me too.,- 目が眩む 何も見えない
目 が 眩む,You'll be blinded by the sheer craftsmanship.,本物の職人の技で 目が眩むわよ
目 が 覚める,I'm gonna give you a sedative. You'll wake up back at home.,鎮静剤を打つ 家で目が覚めるだろう
目 が 覚める,Cause bombs woke up a bunch of them.,原因爆弾はそれらの束を目が覚めました。
目 が 覚める,That depends on what you're threatening. Killing him will just wake him up.,それは脅し方次第じゃなくって 殺せば目が覚めるだけ
"目 が 覚める,気 を 失う","I blacked out, then I woke up three days ago.",気を失って 三日前に目が覚めた
目 が 離せる ない,Keep an eye on Detective Fusco.,- ファスコ刑事から目が離せない
目 が 離せる ない,I can't take my eyes up off it moving so phenomenally,もう目が離せない 並外れた動き
目 が 離せる ない,"I'm keeping an eye on you, you slippery little mutt.",お前から目が離せないからな
目 が 飛び出る,"Eyes blown out, evidence of torture.",目が飛び出て　拷問の証拠だ
目 が 高い,You were wise to seek help from the world's most deadly weapon.,目が高いぜ　世界最強の 助っ人を選ぶとは
目 が 高い,You have a keen eye.,お目が高くていらっしゃいます
目 が 高い,"Boy, you sure know how to pick 'em.",お 目 が高いですな
目 だ ない,"Well, I know that the boogaloo is out of sight",♪ブガルーなんて目じゃないぜ
目 だ ない,Long enough to realize you weren't blind.,君が盲目でないと 気付くのに必要な間だけ
目 だ ない,Take it easy? yöu know I can't do this. This is not my job.,無理よ 私の役目じゃない
目 と 鼻 の 先,What if we set your backyard on fire?,目と鼻の先で暴動になったら
目 と 鼻 の 先,Totally visible.,- 目と鼻の先だ
目 と 鼻 の 先,I can't believe you work right across the street from there.,そんなところの目と鼻の先で働いているんだ
目 に する,"When fighting angry, blind men... best we just stay out of the way.",怒りは人を盲目にする... 関わらないのが最良だが
目 に する,And his smile.,彼の笑顔を目にすることに
目 に する,"You can imagine what it was like for me, a boy from nowhere, with nothing to his name, watching these legendary men, tilting at the lists.",想像できるだろ 家柄も何もない子供が 伝説の人物たちを目にするんだ
"目 に する,世 を 去る","Arnold had watched his son come into this world, and then he had watched that light extinguished.",アーノルドは 息子の誕生日を目にしーー そして　この世を去るのを 目にした
"目 に する,目 を 疑う",You will see things that will make you doubt your eyes.,自分の目を疑う光景を目にすることだろう
"目 に する,耳 に する","I can't unhear things I've heard, unsee things I've seen.",耳にしたことは まったくないわけでもない 目にしたこともまったくないわけじゃない ごめん
目 に は 目 を 歯 に は 歯 を,"I think the time for being careful is over, Nick.","""ニック 目には目を 歯には歯をだろ？"" あれで"
目 に 付く,"No, I just saw it inside and thought I, you know, should bring it along with me.",いや、ただ中で目に付いて、思ったんだ ほら、持っておくべきだって
目 に 付く,"A Lobby Boy's completely invisible, yet always in sight.",ロビー・ボーイは全く目に付かず かつ何時でも見つけられなければならない
目 に 付く,But I can't help noticing that you are nowhere near the doctor that I recommended.,どうしても目に付く 医者にも行かないのか 私が勧めた
目 に 余る,"If I should cease to be useful, if my behaviors are outweighing my value, well...",わしの価値以上に─ 態度が目に余って 辞めるべきなら...
目 に 余る,A sorrier pack of deck wallopers I don't think I've ever seen.,目に余るほどの虚偽 これまでに見た事がない
目 に 入る,- Headlights?,車のライトが目に入ったはずです
目 に 入る,"From time to time, you're gonna see these two.",勤務中この二人が目に入っても、
目 に 入る,- I'm blinking it in!,目に入った
目 に 映る,"""But I want to""",♪だけど　この目に映る この街で僕はずっと
目 に 映る,All the things I see in your eyes.,その目に映るもの全て
目 に 映る,What you're looking at-- that's not who I am inside.,君の目に映っているのは 本当の僕じゃない
目 に 浮かぶ,"With one of his lucky strikes in his hand,",寝入る姿が目に浮かぶ
目 に 浮かぶ,"- Straight to the top. Why, I can see your name in lights, lights six feet high.",目に浮かぶよ 巨大なネオンに君の名
目 に 浮かぶ,That's a vivid image.,まざまざと目に浮かぶね
目 に 焼き付く,"Once you see it, you can't unsee it.",見てしまったら 目に焼き付いて離れない
目 に 焼き付く,It seems this Ouroboros killer was also obsessed with eyes.,この犯人も目に焼き付かれて いる様ですね
目 に 焼き付く,It's so clear in my mind.,目に焼き付いてます
目 に 物見 せる,Oliver:,目に物見せてやる -
目 に 物見 せる,Show me something.,目に物見せるわ
目 に 物見 せる,I'll show you what I've got! This!,目に物見せてやる！
目 に 見える て,I didn't gain any insight on what I want to work towards.,何か これっていう目標がさ 目に見えてあって 入ってきたわけじゃないから
目 に 見える て,Kids are squirming in his lap all day. It's bound to happen sooner or later.,ひざに座らされた子供達が 身もだえするのは目に見えてる
目 に 見える て,[camera clicking],目に見えてオシメは進化し 戦いは激化
目 に 触れる,Dumping the body out in the open like that feels like a gang hit.,死体を目に触れやすい屋外に捨てるのは ギャングの仕業らしい気もします
目 に 触れる,"And maybe you could keep the photos on Dexter's desk, so Harrison won't see them.",死体写真を 持ってても デクスタの机でやれば ハリソンの 目に触れない
目 に 触れる,It's a theatrical term referring to a picturesque grouping of people or objects.,仰々しい演出だ 目に触れるよう 人や物を引用している
目 の 前 が 真っ 暗 に なる,"And just as everything was going dark,",目の前が真っ暗になったとき
目 の 敵,"Traffickers, cartels.",密売人や臓器カルテルにとって 私は目の敵です
目 の 敵,I don't understand. What has the Ministry of Magic got against me?,魔法省はなぜ僕を目の敵に？
目 の 敵,He was just tryin' to bait me.,おれを目の敵だ
"目 の 敵,目 の 敵 に する",Why does he hates poor Sméagol?,何で哀れなスメアゴルを 目の敵にする？
"目 の 敵,目 の 敵 に する",Kuryu has been targeting him ever since Yamaguchi!,山口の一件で花岡先生を 目の敵にしてるんですよ （蒲生） 裁判所の呼び出しに　応じない場合
"目 の 敵,目 の 敵 に する",Monroe and Clennon had it in for him for months.,何ヶ月も彼を目の敵にしてきたと言っている
目 の 毒,"""Toxicology of the Eye."" ""Morphology of the Optic Nerve.""",目の毒物学 視神経の形態
目 の 毒,"- Well, you shouldn't look like that.",- 目の毒だな
目 も 当てる られる ない,This looks terrible.,目も当てられない
目 を 付ける,Because anybody associated with Marshy is a marked man.,マーシーに関わると 皆 目を付けられる
目 を 付ける,"Pray on it. Hello. They're on to you, Arthur.",祈りなさい 目を付けられたぞ　アーサー
目 を 付ける,..and it's feeding off you.,目を付けられた
目 を 伏せる,"""Tolerance to do harm to others""",♪人を傷つける事に目を伏せるけど
目 を 伏せる,What if he's in there? I can't keep avoiding him.,もし、マホーンがそこにいったら、 これ以上目を伏せることができない
目 を 伏せる,"Every time I mention my parents, your eyes go down.",両親の話をする度に 目を伏せる
目 を 凝らす,"If you look hard enough, you can see your whole life from up here.",目を凝らすと 今までの人生が見える
目 を 凝らす,"Lynne, all you have to do now is keep your eyes and ears open for the remainder of your contract with the prince.",貴方は目を凝らして 耳を澄まして 王子との契約期間を過ごすだけ
目 を 凝らす,♪ And when you look too far away ♪ It all but disappears,遠くに目を凝らしても かすんで消えていく
目 を 向ける,"You crossed a line when you made that call to Carter, pointing her towards me in the Davidson murder.",カーターに電話した時に お前は一線を超えた デビッドソンの殺人で 私に目を向けさせようとした
目 を 向ける,"Making the tour of the prison before he left and looking on at a game of skittles with the mixed feelings of an old inhabitant who had his private reasons for believing that it might be his destiny to come back again.""",ゲームに目を向けながら. . 老人の複雑な心境で
目 を 向ける,"Well, he did find that book, and he is paying attention to her and to you.",まぁ 今は君達２人に 疑いの目を向けている
"目 を 向ける,目 を 開く",That's why I have to open your eyes to the truth.,真実に目を向けるために 目を開かせるのだ
目 を 回す,"I mean, I've only seen her give you like a hundred eye rolls.",彼女、あなたを目を回しながら 睨んでいた
目 を 回す,"Don't get me wrong, I look away.",誤解ないように 私は目を回した
目 を 回す,Did you look away?,それとも目を回した?
目 を 塞ぐ,"If we don't arrest the most active enemies now, they'll rebel again.",コサックは目を塞がれてきた その結果彼らの大部分は 俺達に反対している
目 を 奪う,"Because Dom took God's Eye, so we need to stay off the grid",ドムが神の目を奪ったから レーダーから逃れるためだ
目 を 奪う,They took my eyes.,両目を奪われた
目 を 奪う,We take your eyes now... and see how long a blind girl can survive in the basement.,すぐに、君の目を奪う 盲目の女が地下で 生存することは出来ない
目 を 引く,"I pulled up the department's security camera footage, and a van from Metamorpho Chemical caught my eye.",部門の防犯カメラの の映像を引き出した メタモルフ薬品のバンが 私の目を引いた
