source,references,hypothesis,trans_error,human_error,ambiguous,error_type
"J'ai couché avec Mme Lundgaard en CM2 ? Elle était canon, mais j'avais dix ans.",I had sex with Mrs. Lundgaard in the fifth grade?,"I slept with Mrs. Lundgaard in fifth grade? She was hot, but I was ten.",,,,
Tu es en train de dire que ta sœur est canon ?,"What a freak! You're going to hell, man!",Are you saying your sister is hot?,,,,
Ma cliente était crevée.,My client was wasted.,My client was exhausted.,,,,
Je suis crevé.,"Yeah, I'm pretty beat. Well, I need you.",I&#39;m tired.,,,,
Il y a ce moment excellent où son œil est crevé...,There's this brilliant bit where his eye gets gouged out...,There is this excellent moment when his eye is gouged out...,,,,
"Je suis crevé, j'ai la dalle et la migraine !","I don't know where the fuck we are and we don't have any water. I'm tired, I'm hungry, and I've got a headache.","I&#39;m exhausted, I have the slab and the migraine!",,,,
"Tout ce que j'ai à faire, c'est crever la dalle une semaine... et je retrouverai la vie infernale que j'avais avant ?","So all I gotta do is starve and be miserable for a week, then my life will go back to the normal hell it always was?",All I have to do is die for a week... and I&#39;ll go back to the hellish life I had before?,,,,
"- Je suis crevée, j'en ai marre.",I'm tired and I'm bored. What are you bored of?,"- I&#39;m exhausted, I&#39;m fed up.",,,,
"Je suis crevé, et j'en ai marre de tout ça.",I'm just tired and just really tired of all of it.,"I&#39;m exhausted, and I&#39;m sick of all this.",,,,
Tu es crevé. Tu es en train de guérir.,"Uh, like...you're tired.",You are knackered. You are healing.,,,,
Nous offrons le sacrifice du sang Vous êtes dans la lune ou quoi?,We're offering blood sacrifice What are you daydreaming for?,We offer blood sacrifice Are you in the moon or what?,,,,
"- Stan, Stan, t'es dans la lune, hein.","-You're a bit out of it, huh?","- Stan, Stan, you&#39;re in the moon, huh.",,,,
Viens. T'es dans la lune.,"Come on, you're zoning.",Come. You are in the moon.,,,,
"Il bâille, mais pas la suspecte qu'il est en train d'interroger.","He yawns, but not the suspect he's questioning.","He yawns, but not the suspect he is interrogating.",,,,
Tu es en train de faire un sandwich ou attirer un cerf ?,Were you making a sandwich or attracting deer?,Are you making a sandwich or attracting a deer?,,,,
"Je ne savais pas que c'était si mal d'épouser quelqu'un que j'aimais, et ne pas ne pas savoir qu'en me mariant avec cette personne dont je suis si amoureuse, que j'étais en train de laisser tomber la communauté Gay toute entière.","I didn't know that it was wrong to marry somebody that I was in love with, and I didn't know that by marrying someone I'm very much in love with, I was letting down the entire gay community.","I didn&#39;t know it was so wrong to marry someone I loved, and not not knowing that by marrying this person I&#39;m so in love with, that I was letting go the entire gay community.",,,,
- On devrait être en train de boire un coup.,"- Yeah, we should be at the bar by now.",- We should be having a drink.,,,,
Est-ce que je suis en train de me faire larguer ?,Am I getting dumped?,Am I getting dumped?,,,,
"Bien sûr, par moment, j'étais le dindon de la farce... Mais rien de bien grave...","Yes, I was the butt of the occasional practical joke, but I mean, er...nothing sinister.","Of course, at times, I was the turkey of the farce... But nothing serious...",,,,
- Et j'ai été le dindon de la farce.,- You played me for a sap.,- And I was the turkey of the farce.,,,,
"Mais je t'ai épousée, je suis le dindon de la farce.","I know. But I'm married to you, so the joke's on me.","But I married you, I&#39;m the stuffing turkey.",,,,
Le monstre est mal en point !,Mrs. Goforth is a dieing monster!,The monster is in bad shape!,,,,
"C'est bien, à part votre plante qui est mal en point.","Looks pretty good, except your sweet potato's got the blight.","That&#39;s good, except for your plant, which is in bad shape.",,,,
Il était mal en point.,He was really messed up.,He was in bad shape.,,,,
Il est rouge comme une pivoine.,"Look at him, he's red.",He is red as a peony.,,,,
- T'es rouge comme une pivoine.,- Totally blushing.,- You&#39;re red as a peony.,,,,
Tu es rouge comme une pivoine.,Your face is beet red.,You are red as a peony.,,,,
"Oui, t'es rouge comme une tomate.","Yeah, you're all flushed.","Yes, you&#39;re red as a tomato.",,,,
Pudding était rouge comme une tomate !,"Heh, Pudding's face is red as a raspberry!",Pudding was red as a tomato!,,,,
"Elle ne connaissait pas de Maxime, mais elle était rouge comme une tomate.",Ik don't know any Maxime. Her face red like a tomato.,"She didn&#39;t know Maxime, but she was as red as a tomato.",,,,
"Tu parles, j'étais rouge comme une écrevisse!","Oh, sure... I was as red as a beetroot!","You speak, I was red as a crayfish!",,,,
Viens pas pleurer quand tu seras rouge comme une écrevisse.,Don't come crying to me when you're as red as a tomato.,Don&#39;t come crying when you&#39;re red as a crayfish.,,,,
"Il est sage comme une image, ce petit gentleman italien.","Good as gold he is, little Italian gentleman.","He is wise as a picture, this little Italian gentleman.",,,,
On va être sage comme des images.,We're gonna be real good now.,We will be wise as pictures.,,,,
Alors que j'étais sage comme une image.,And I was as good as gold.,When I was wise as a picture.,,,,
- Tu es sur ton 31.,"- Whoa, don't you look sharp.",- You&#39;re on your 31.,,,,
Il est sur son 31.,He's looking sharp!,He is on his 31.,,,,
Pourquoi vous êtes sur votre 31 ?,What's with the dress up?,Why are you on your 31?,,,,
C'est une poule mouillée.,He's a yellow coward.,She&#39;s a sissy.,,,,
T'es une poule mouillée!,Chicken!,You are a sissy!,,,,
Son père disait que c'était une poule mouillée.,To think that his father called him a yellow-belly!,His father said he was a wimp.,,,,
"Impossible d'être au four et au moulin, et je ne peux pas faire de miracle.","You cannot pick up two melons with one hand, and I cannot work miracles.","Impossible to be in the oven and the mill, and I can&#39;t do miracles.",,,,
On peut pas être au four et au moulin.,I can't cut myself in two.,We can&#39;t be in the oven and at the mill.,,,,
"Ses victimes étaient Nord, Sud et Est, il doit être à l'Ouest.","Well, his first three vics were north, south, and east, so he's definitely headed west.","His victims were North, South and East, he must be in the West.",,,,
Il est à l'ouest !,"Aw, he's tripping.",He&#39;s in the west!,,,,
"""Oh fais pas chier, je suis à l'Ouest maintenant.""","""Oh kiss my ass, I'm in the West now.""","&quot;Oh don&#39;t fuck me, I&#39;m in the West now.&quot;",,,,
"Demain, on va être au taquet. Je veux une équipe au Parlement. Et des éditions spéciales.","Try to find out who's busy in the morning, we must have the Castle fully staffed from now on, and we need an extra broadcast.","Tomorrow, we will be on the cleat. I want a team in Parliament. And special editions.",,,,
"""Hier soir, j'ai rencontré une artiste de selfie sexy et je suis au taquet, parce que je vais peut-être la baiser.""","""Last night, I met this sexy young selfie artist, and I'm psyched because maybe I'm gonna fuck her brains out."" [laughs]",&quot;Last night I met a sexy selfie artist and I&#39;m on edge because I might fuck her.&quot;,,,,
"Mon Dieu, tout le monde est au taquet aujourd'hui.","My goodness, everyone's on their game today.","My God, everyone is on the cleat today.",,,,
