source,references,hypothesis,trans_error,human_error,ambiguous,error_type
Nous offrons le sacrifice du sang Vous êtes dans la lune ou quoi?,We're offering blood sacrifice What are you daydreaming for?,We offer the sacrifice of blood Are you in the moon or what?,,,,
"- Stan, Stan, t'es dans la lune, hein.","-You're a bit out of it, huh?","- Stan, Stan, you're over the moon, right.",,,,
Viens. T'es dans la lune.,"Come on, you're zoning.",Come on. You're in the moon.,,,,
"Il bâille, mais pas la suspecte qu'il est en train d'interroger.","He yawns, but not the suspect he's questioning.","He yawns, but not the suspect he is interrogating.",,,,
Tu es en train de faire un sandwich ou attirer un cerf ?,Were you making a sandwich or attracting deer?,Are you making a sandwich or attracting a deer?,,,,
"Je ne savais pas que c'était si mal d'épouser quelqu'un que j'aimais, et ne pas ne pas savoir qu'en me mariant avec cette personne dont je suis si amoureuse, que j'étais en train de laisser tomber la communauté Gay toute entière.","I didn't know that it was wrong to marry somebody that I was in love with, and I didn't know that by marrying someone I'm very much in love with, I was letting down the entire gay community.","I didn't know that it was so wrong to marry someone I loved, and not know that by marrying this person I was so in love with, that I was letting down the entire gay community.",,,,
- On devrait être en train de boire un coup.,"- Yeah, we should be at the bar by now.",- We should be having a drink.,,,,
Est-ce que je suis en train de me faire larguer ?,Am I getting dumped?,Am I being dumped?,,,,
"Bien sûr, par moment, j'étais le dindon de la farce... Mais rien de bien grave...","Yes, I was the butt of the occasional practical joke, but I mean, er...nothing sinister.","Of course, at times, I was the butt of the joke... But nothing too serious...",,,,
- Et j'ai été le dindon de la farce.,- You played me for a sap.,- And I was the fall guy.,,,,
"Mais je t'ai épousée, je suis le dindon de la farce.","I know. But I'm married to you, so the joke's on me.","But I married you, I'm the fool.",,,,
Le monstre est mal en point !,Mrs. Goforth is a dieing monster!,The monster is in bad shape!,,,,
"C'est bien, à part votre plante qui est mal en point.","Looks pretty good, except your sweet potato's got the blight.","It's good, except for your plant which is in bad shape.",,,,
Il était mal en point.,He was really messed up.,He was in bad shape.,,,,
Il est rouge comme une pivoine.,"Look at him, he's red.",It is red as a peony.,,,,
- T'es rouge comme une pivoine.,- Totally blushing.,- You're red as a peony.,,,,
Tu es rouge comme une pivoine.,Your face is beet red.,You're as red as a peony.,,,,
"Oui, t'es rouge comme une tomate.","Yeah, you're all flushed.","Yes, you're as red as a tomato.",,,,
Pudding était rouge comme une tomate !,"Heh, Pudding's face is red as a raspberry!",Pudding was as red as a tomato!,,,,
"Elle ne connaissait pas de Maxime, mais elle était rouge comme une tomate.",Ik don't know any Maxime. Her face red like a tomato.,"She didn't know any Maxime, but she was as red as a tomato.",,,,
"Tu parles, j'étais rouge comme une écrevisse!","Oh, sure... I was as red as a beetroot!","You bet, I was red as a lobster!",,,,
Viens pas pleurer quand tu seras rouge comme une écrevisse.,Don't come crying to me when you're as red as a tomato.,Don't come crying to me when you're as red as a lobster.,,,,
"Il est sage comme une image, ce petit gentleman italien.","Good as gold he is, little Italian gentleman.","He is as wise as a picture, this little Italian gentleman.",,,,
On va être sage comme des images.,We're gonna be real good now.,We're going to be good as new.,,,,
Alors que j'étais sage comme une image.,And I was as good as gold.,While I was wise as a picture.,,,,
- Tu es sur ton 31.,"- Whoa, don't you look sharp.",- You're all dressed up.,,,,
Il est sur son 31.,He's looking sharp!,He's all dressed up.,,,,
Pourquoi vous êtes sur votre 31 ?,What's with the dress up?,Why are you dressed up?,,,,
C'est une poule mouillée.,He's a yellow coward.,It's a chicken.,,,,
T'es une poule mouillée!,Chicken!,You're a chicken!,,,,
Son père disait que c'était une poule mouillée.,To think that his father called him a yellow-belly!,His father said he was a chicken.,,,,
"Impossible d'être au four et au moulin, et je ne peux pas faire de miracle.","You cannot pick up two melons with one hand, and I cannot work miracles.","It's impossible to be in the thick of it, and I can't work miracles.",,,,
On peut pas être au four et au moulin.,I can't cut myself in two.,You can't be at the mill and the oven.,,,,
"Ses victimes étaient Nord, Sud et Est, il doit être à l'Ouest.","Well, his first three vics were north, south, and east, so he's definitely headed west.","His victims were North, South and East, he must be in the West.",,,,
Il est à l'ouest !,"Aw, he's tripping.",It is in the west!,,,,
"""Oh fais pas chier, je suis à l'Ouest maintenant.""","""Oh kiss my ass, I'm in the West now.""","""Oh fuck it, I'm in the West now.""",,,,
"Demain, on va être au taquet. Je veux une équipe au Parlement. Et des éditions spéciales.","Try to find out who's busy in the morning, we must have the Castle fully staffed from now on, and we need an extra broadcast.","Tomorrow, we're going to be on our toes. I want a team in Parliament. And special editions.",,,,
"""Hier soir, j'ai rencontré une artiste de selfie sexy et je suis au taquet, parce que je vais peut-être la baiser.""","""Last night, I met this sexy young selfie artist, and I'm psyched because maybe I'm gonna fuck her brains out."" [laughs]","""Last night I met a sexy selfie artist and I'm on the edge of my seat, because I might fuck her.""",,,,
"Mon Dieu, tout le monde est au taquet aujourd'hui.","My goodness, everyone's on their game today.","My goodness, everyone is on their toes today.",,,,
